latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
26.18973,80.63385,333.24,0.4,0.44,2025-02-22,808,N,VIIRS,n,2,300.67,6.1,D,0
26.28615,79.11414,332.2,0.5,0.41,2025-02-22,808,N,VIIRS,n,2,298.99,3.95,D,0
26.32377,80.54647,340.27,0.39,0.44,2025-02-22,808,N,VIIRS,n,2,299.09,4.21,D,0
26.42066,81.78191,340.32,0.47,0.47,2025-02-22,808,N,VIIRS,n,2,298.62,5.05,D,0
26.52953,80.21622,328.59,0.57,0.43,2025-02-22,808,N,VIIRS,l,2,298.92,2.06,D,0
26.53221,80.2178,329.0,0.57,0.43,2025-02-22,808,N,VIIRS,n,2,298.54,3.14,D,0
26.91149,81.13508,331.84,0.43,0.46,2025-02-22,808,N,VIIRS,n,2,299.49,3.08,D,0
26.985,81.14948,327.88,0.43,0.46,2025-02-22,808,N,VIIRS,n,2,298.68,1.47,D,0
27.31852,80.64571,328.09,0.41,0.45,2025-02-22,808,N,VIIRS,n,2,297.7,2.86,D,0
27.57737,79.56483,332.32,0.54,0.42,2025-02-22,808,N,VIIRS,n,2,296.27,2.94,D,0
27.60723,81.20612,336.51,0.44,0.46,2025-02-22,808,N,VIIRS,n,2,297.3,3.07,D,0
27.62121,80.3428,333.17,0.4,0.44,2025-02-22,808,N,VIIRS,n,2,297.13,2.46,D,0
27.96712,79.77628,327.26,0.56,0.43,2025-02-22,808,N,VIIRS,n,2,294.15,2.26,D,0
28.11881,81.00755,330.35,0.44,0.46,2025-02-22,808,N,VIIRS,n,2,298.91,3.27,D,0
28.12111,81.00394,329.51,0.44,0.46,2025-02-22,808,N,VIIRS,n,2,298.27,3.68,D,0
28.1801,80.70861,335.59,0.42,0.45,2025-02-22,808,N,VIIRS,n,2,297.41,2.48,D,0
28.3328,80.5406,341.8,0.42,0.45,2025-02-22,808,N,VIIRS,n,2,301.94,4.25,D,0
28.40562,79.86546,327.04,0.57,0.43,2025-02-22,808,N,VIIRS,n,2,297.04,1.82,D,0
28.43244,80.79849,339.24,0.43,0.46,2025-02-22,808,N,VIIRS,n,2,296.24,5.33,D,0
28.46665,81.2228,337.32,0.46,0.47,2025-02-22,808,N,VIIRS,n,2,299.51,4.25,D,0
28.46721,81.2252,332.31,0.46,0.47,2025-02-22,808,N,VIIRS,n,2,298.2,2.75,D,0
28.49821,81.22594,354.25,0.46,0.47,2025-02-22,808,N,VIIRS,n,2,302.38,6.06,D,0
28.50768,79.77528,337.14,0.57,0.43,2025-02-22,808,N,VIIRS,n,2,303.97,12.37,D,0
28.5099,79.72164,331.62,0.56,0.43,2025-02-22,808,N,VIIRS,n,2,297.92,3.96,D,0
28.51198,79.71767,337.51,0.56,0.43,2025-02-22,808,N,VIIRS,n,2,298.5,6.16,D,0
28.51755,80.67188,327.92,0.42,0.46,2025-02-22,808,N,VIIRS,n,2,296.84,2.87,D,0
28.52131,80.66692,337.47,0.42,0.46,2025-02-22,808,N,VIIRS,n,2,298.64,5.51,D,0
28.52177,80.6713,340.61,0.42,0.46,2025-02-22,808,N,VIIRS,n,2,295.94,5.51,D,0
28.53941,81.23969,334.09,0.46,0.47,2025-02-22,808,N,VIIRS,n,2,302.31,3.83,D,0
28.54913,81.24801,329.5,0.46,0.47,2025-02-22,808,N,VIIRS,n,2,297.43,4.16,D,0
28.55886,81.25631,351.71,0.46,0.47,2025-02-22,808,N,VIIRS,n,2,308.7,27.44,D,0
28.55972,80.54711,352.27,0.42,0.45,2025-02-22,808,N,VIIRS,n,2,299.99,18.65,D,0
28.73316,79.48145,325.98,0.55,0.43,2025-02-22,808,N,VIIRS,n,2,297.75,2.69,D,0
28.78322,82.5246,352.41,0.55,0.51,2025-02-22,808,N,VIIRS,n,2,305.9,12.9,D,0
28.78362,82.52887,349.11,0.55,0.51,2025-02-22,808,N,VIIRS,n,2,302.11,14.2,D,0
28.78793,82.52376,342.61,0.55,0.51,2025-02-22,808,N,VIIRS,n,2,295.43,10.22,D,0
28.7883,82.52775,338.39,0.55,0.51,2025-02-22,808,N,VIIRS,n,2,291.4,7.95,D,0
28.79506,79.60062,333.14,0.56,0.43,2025-02-22,808,N,VIIRS,n,2,296.24,3.41,D,0
28.92669,79.53258,326.24,0.56,0.43,2025-02-22,808,N,VIIRS,l,2,299.21,2.49,D,0
28.93827,82.52928,367.0,0.55,0.51,2025-02-22,808,N,VIIRS,h,2,299.32,11.7,D,0
28.93852,82.53201,329.99,0.55,0.51,2025-02-22,808,N,VIIRS,n,2,295.45,11.7,D,0
28.93877,82.53478,334.48,0.55,0.51,2025-02-22,808,N,VIIRS,n,2,289.79,6.65,D,0
28.67454,82.55273,295.13,0.53,0.42,2025-02-22,2033,N,VIIRS,n,2,277.32,1.56,N,0
26.63989,79.48022,302.19,0.42,0.38,2025-02-22,2034,N,VIIRS,n,2,285.59,0.9,N,2
26.64062,79.47604,298.94,0.42,0.38,2025-02-22,2034,N,VIIRS,n,2,284.83,0.69,N,2
26.64331,79.48095,314.49,0.42,0.38,2025-02-22,2034,N,VIIRS,n,2,285.37,0.9,N,2
26.64404,79.47678,297.37,0.42,0.38,2025-02-22,2034,N,VIIRS,n,2,284.06,0.69,N,2
24.94297,81.05251,347.41,0.39,0.36,2025-02-23,748,N,VIIRS,n,2,305.82,6.92,D,0
24.94628,81.02814,332.54,0.39,0.36,2025-02-23,748,N,VIIRS,l,2,304.7,3.5,D,0
25.1981,80.68822,332.91,0.39,0.36,2025-02-23,748,N,VIIRS,n,2,303.89,2.27,D,0
25.68193,81.52168,330.91,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,303.87,2.94,D,0
25.8238,82.29559,329.99,0.42,0.38,2025-02-23,749,N,VIIRS,l,2,300.82,9.09,D,0
25.84642,81.75075,336.1,0.41,0.37,2025-02-23,749,N,VIIRS,n,2,301.82,4.82,D,0
25.95477,81.98497,345.69,0.41,0.37,2025-02-23,749,N,VIIRS,n,2,310.28,16.67,D,0
25.95534,81.98911,329.46,0.41,0.37,2025-02-23,749,N,VIIRS,l,2,299.76,16.67,D,0
25.96591,81.11605,335.29,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,302.67,6.12,D,0
25.96875,81.16007,338.95,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,299.62,3.67,D,0
25.96927,81.11547,367.0,0.4,0.37,2025-02-23,749,N,VIIRS,h,2,307.43,6.12,D,0
26.01504,80.92226,332.97,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,300.63,2.54,D,0
26.09772,81.98295,330.85,0.42,0.37,2025-02-23,749,N,VIIRS,l,2,303.6,2.58,D,0
26.46047,82.73994,337.45,0.44,0.39,2025-02-23,749,N,VIIRS,n,2,297.79,9.36,D,0
26.46232,82.74249,333.18,0.44,0.39,2025-02-23,749,N,VIIRS,n,2,299.14,9.03,D,0
26.55832,79.59072,336.67,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,304.29,3.86,D,0
26.80802,81.45792,346.44,0.41,0.37,2025-02-23,749,N,VIIRS,n,2,301.4,6.28,D,0
27.01,82.95533,342.85,0.46,0.39,2025-02-23,749,N,VIIRS,n,2,302.13,6.9,D,0
27.26141,79.69672,330.3,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,296.07,2.54,D,0
27.26199,79.70058,332.96,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,301.12,4.11,D,0
27.34902,80.68053,340.28,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,300.0,3.61,D,0
27.38311,80.47565,334.06,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,298.96,3.0,D,0
27.40364,79.62996,329.19,0.38,0.36,2025-02-23,749,N,VIIRS,l,2,302.33,3.12,D,0
27.4589,81.13139,333.66,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,298.81,3.1,D,0
27.46482,82.53982,330.13,0.45,0.39,2025-02-23,749,N,VIIRS,n,2,301.22,1.46,D,0
27.55241,81.2281,329.41,0.41,0.37,2025-02-23,749,N,VIIRS,n,2,296.67,2.25,D,0
27.77532,80.19894,333.5,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,302.08,1.91,D,0
27.79188,80.7794,331.5,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,295.68,1.49,D,0
27.84565,80.6877,331.01,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,299.06,2.13,D,0
27.84615,83.05948,329.46,0.47,0.4,2025-02-23,749,N,VIIRS,n,2,295.87,1.73,D,0
27.93857,80.25,335.42,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,299.06,2.75,D,0
27.95445,80.43033,331.98,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,299.49,2.83,D,0
27.95898,79.88357,334.09,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,298.84,4.35,D,0
27.98256,79.09708,332.62,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,296.88,2.71,D,0
28.01033,80.37627,337.28,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,298.92,2.93,D,0
28.03991,80.1552,335.78,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,300.32,3.59,D,0
28.04193,80.89754,336.47,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,301.75,4.61,D,0
28.04291,79.09353,337.98,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,300.75,2.85,D,0
28.06911,79.87499,330.23,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,297.03,2.38,D,0
28.13079,79.07233,336.21,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,299.03,4.36,D,0
28.18099,79.99155,332.54,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,296.0,2.06,D,0
28.20424,80.49678,332.52,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,300.86,2.1,D,0
28.29167,80.73814,336.11,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,301.47,7.11,D,0
28.31596,81.13809,346.23,0.41,0.37,2025-02-23,749,N,VIIRS,n,2,307.41,7.68,D,0
28.31653,81.14225,330.92,0.41,0.37,2025-02-23,749,N,VIIRS,n,2,298.51,7.68,D,0
28.35881,79.47825,339.89,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,304.13,10.09,D,0
28.3594,79.48215,347.35,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,307.9,10.09,D,0
28.37104,81.10711,335.58,0.41,0.37,2025-02-23,749,N,VIIRS,n,2,298.04,3.3,D,0
28.38335,80.72193,332.99,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,299.87,2.92,D,0
28.40004,81.60327,344.87,0.42,0.38,2025-02-23,749,N,VIIRS,n,2,303.62,5.88,D,0
28.4341,80.34057,337.91,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,297.44,2.99,D,0
28.49073,81.2191,330.32,0.41,0.37,2025-02-23,749,N,VIIRS,l,2,304.61,1.86,D,0
28.5,78.98093,332.2,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,297.29,1.99,D,0
28.50766,80.56679,338.22,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,300.01,4.4,D,0
28.57069,78.91465,332.12,0.38,0.36,2025-02-23,749,N,VIIRS,n,2,295.74,2.15,D,0
28.66954,80.47646,331.55,0.4,0.37,2025-02-23,749,N,VIIRS,n,2,299.02,1.99,D,0
28.738,80.22437,331.37,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,300.05,5.2,D,0
28.77396,80.16425,335.4,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,299.04,9.39,D,0
28.77755,80.21294,339.48,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,300.56,4.65,D,0
28.83004,80.06397,328.67,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,300.08,1.92,D,0
28.83143,82.37886,343.07,0.45,0.39,2025-02-23,749,N,VIIRS,n,2,308.53,9.66,D,0
28.8349,82.37743,343.39,0.45,0.39,2025-02-23,749,N,VIIRS,n,2,303.77,9.66,D,0
28.90818,79.88239,329.4,0.39,0.36,2025-02-23,749,N,VIIRS,n,2,298.37,1.92,D,0
28.92825,79.01505,338.1,0.38,0.36,2025-02-23,750,N,VIIRS,n,2,298.35,5.14,D,0
28.29279,81.00026,296.55,0.4,0.37,2025-02-23,2014,N,VIIRS,n,2,283.46,0.33,N,0
26.6399,79.47787,297.02,0.42,0.38,2025-02-23,2015,N,VIIRS,n,2,286.26,0.58,N,2
24.866,80.46319,334.42,0.51,0.41,2025-02-24,730,N,VIIRS,n,2,305.76,1.92,D,0
24.87828,81.30135,334.89,0.47,0.39,2025-02-24,730,N,VIIRS,n,2,304.88,5.45,D,0
25.09824,82.3589,337.35,0.42,0.38,2025-02-24,730,N,VIIRS,n,2,306.52,3.36,D,0
25.80378,82.22359,332.86,0.42,0.38,2025-02-24,730,N,VIIRS,l,2,303.64,4.4,D,0
25.80449,82.22775,334.06,0.42,0.38,2025-02-24,730,N,VIIRS,n,2,300.43,5.87,D,0
25.88088,81.22354,330.37,0.46,0.39,2025-02-24,730,N,VIIRS,l,2,304.82,3.0,D,0
25.89923,82.68699,342.65,0.41,0.37,2025-02-24,730,N,VIIRS,n,2,300.76,3.9,D,0
26.06401,81.45881,333.12,0.44,0.39,2025-02-24,730,N,VIIRS,n,2,301.88,5.25,D,0
26.08161,80.00764,330.74,0.51,0.41,2025-02-24,730,N,VIIRS,n,2,305.2,3.48,D,0
26.41878,79.22179,333.22,0.56,0.43,2025-02-24,730,N,VIIRS,n,2,301.55,3.74,D,0
26.53211,79.30801,331.26,0.55,0.43,2025-02-24,730,N,VIIRS,n,2,299.01,6.16,D,0
26.64591,82.49725,331.34,0.41,0.37,2025-02-24,730,N,VIIRS,n,2,303.67,2.16,D,0
26.75955,82.2551,335.43,0.41,0.37,2025-02-24,730,N,VIIRS,n,2,303.72,2.95,D,0
27.09192,81.68504,334.94,0.43,0.38,2025-02-24,730,N,VIIRS,n,2,305.74,3.92,D,0
27.09351,81.68562,335.11,0.43,0.38,2025-02-24,730,N,VIIRS,n,2,304.5,4.98,D,0
27.1065,81.36537,331.97,0.44,0.38,2025-02-24,730,N,VIIRS,n,2,297.06,2.23,D,0
27.51794,80.5902,331.21,0.46,0.39,2025-02-24,730,N,VIIRS,n,2,297.42,2.78,D,0
27.52153,80.5894,329.57,0.46,0.39,2025-02-24,730,N,VIIRS,n,2,297.16,2.78,D,0
27.53671,79.54044,333.93,0.52,0.41,2025-02-24,730,N,VIIRS,n,2,301.69,4.99,D,0
27.60089,81.37222,332.06,0.43,0.38,2025-02-24,730,N,VIIRS,n,2,297.66,3.06,D,0
27.85726,82.85555,331.84,0.39,0.36,2025-02-24,730,N,VIIRS,n,2,298.07,2.19,D,0
28.06037,80.53552,332.71,0.46,0.39,2025-02-24,730,N,VIIRS,n,2,300.68,3.96,D,0
28.25402,80.79326,332.99,0.44,0.39,2025-02-24,730,N,VIIRS,n,2,299.25,2.37,D,0
28.29466,81.00179,345.59,0.44,0.38,2025-02-24,730,N,VIIRS,n,2,302.31,6.87,D,0
28.32013,80.73154,329.9,0.45,0.39,2025-02-24,730,N,VIIRS,n,2,299.3,2.66,D,0
28.38796,80.70816,331.68,0.45,0.39,2025-02-24,730,N,VIIRS,n,2,301.03,2.25,D,0
28.4031,80.54372,332.71,0.45,0.39,2025-02-24,730,N,VIIRS,n,2,296.95,2.58,D,0
28.44855,81.21861,342.99,0.43,0.38,2025-02-24,730,N,VIIRS,n,2,300.72,4.93,D,0
28.45201,81.21785,338.31,0.43,0.38,2025-02-24,730,N,VIIRS,n,2,300.25,4.93,D,0
28.38429,79.99619,327.41,0.48,0.4,2025-02-24,731,N,VIIRS,n,2,297.25,2.13,D,0
28.48658,80.20905,329.78,0.47,0.39,2025-02-24,731,N,VIIRS,n,2,298.77,3.02,D,0
28.76895,80.255,327.44,0.46,0.39,2025-02-24,731,N,VIIRS,l,2,299.2,2.21,D,0
28.80252,82.3388,343.45,0.4,0.37,2025-02-24,731,N,VIIRS,n,2,300.85,11.94,D,0
28.82782,80.12072,331.89,0.47,0.39,2025-02-24,731,N,VIIRS,n,2,299.92,2.04,D,0
28.88772,82.8684,341.49,0.39,0.36,2025-02-24,731,N,VIIRS,n,2,301.58,3.7,D,0
28.88834,82.87225,333.49,0.39,0.36,2025-02-24,731,N,VIIRS,n,2,297.57,5.42,D,0
28.89104,82.86777,333.76,0.39,0.36,2025-02-24,731,N,VIIRS,n,2,299.16,3.7,D,0
28.80814,82.33094,300.13,0.53,0.42,2025-02-24,1955,N,VIIRS,n,2,280.72,0.65,N,0
25.80157,80.14703,301.12,0.43,0.46,2025-02-24,1956,N,VIIRS,n,2,285.61,0.95,N,0
26.64099,79.47529,300.39,0.49,0.48,2025-02-24,1956,N,VIIRS,n,2,284.3,0.74,N,2
25.4552,79.91792,334.87,0.34,0.56,2025-02-25,711,N,VIIRS,n,2,299.23,1.55,D,0
26.19043,79.90053,332.09,0.32,0.55,2025-02-25,711,N,VIIRS,l,2,303.55,2.83,D,0
27.1218,81.34798,335.79,0.51,0.49,2025-02-25,711,N,VIIRS,n,2,300.8,3.28,D,0
27.49698,81.69598,336.49,0.48,0.48,2025-02-25,711,N,VIIRS,n,2,301.06,3.5,D,0
27.49964,81.69205,340.15,0.48,0.48,2025-02-25,711,N,VIIRS,n,2,299.47,3.21,D,0
27.91691,81.12962,337.89,0.5,0.49,2025-02-25,712,N,VIIRS,n,2,300.68,4.92,D,0
27.91775,81.12789,337.7,0.5,0.49,2025-02-25,712,N,VIIRS,n,2,300.38,2.74,D,0
28.01875,80.86919,333.04,0.52,0.5,2025-02-25,712,N,VIIRS,n,2,299.93,3.62,D,0
28.11278,79.56762,329.86,0.62,0.54,2025-02-25,712,N,VIIRS,n,2,297.31,3.86,D,0
28.31993,80.26154,340.5,0.56,0.51,2025-02-25,712,N,VIIRS,n,2,299.27,11.9,D,0
28.35171,81.08527,354.26,0.5,0.49,2025-02-25,712,N,VIIRS,n,2,302.93,26.25,D,0
28.35376,81.08224,334.01,0.5,0.49,2025-02-25,712,N,VIIRS,n,2,296.75,14.93,D,0
28.3548,81.08729,339.98,0.5,0.49,2025-02-25,712,N,VIIRS,n,2,298.35,24.33,D,0
28.36576,81.09493,329.06,0.5,0.49,2025-02-25,712,N,VIIRS,n,2,295.99,2.27,D,0
28.36717,81.09173,326.69,0.5,0.49,2025-02-25,712,N,VIIRS,n,2,296.11,1.8,D,0
28.41806,80.57738,326.0,0.53,0.5,2025-02-25,712,N,VIIRS,l,2,299.72,3.66,D,0
28.49228,79.00845,326.17,0.33,0.55,2025-02-25,712,N,VIIRS,n,2,295.8,1.91,D,0
28.49304,79.01176,332.12,0.33,0.55,2025-02-25,712,N,VIIRS,n,2,296.96,1.91,D,0
28.60837,80.66592,329.77,0.52,0.5,2025-02-25,712,N,VIIRS,n,2,297.09,2.38,D,0
27.05664,82.37501,295.64,0.32,0.54,2025-02-25,1937,N,VIIRS,n,2,283.84,0.26,N,0
28.81532,82.35351,298.71,0.34,0.56,2025-02-25,1937,N,VIIRS,n,2,280.18,0.36,N,0
25.4576,81.08759,325.91,0.55,0.68,2025-02-26,652,N,VIIRS,n,2,290.93,2.65,D,0
27.29524,82.12898,328.3,0.43,0.62,2025-02-26,653,N,VIIRS,n,2,288.46,3.52,D,0
24.9707,78.94256,336.79,0.37,0.58,2025-02-26,832,N,VIIRS,n,2,304.14,3.99,D,0
26.04408,80.87607,347.65,0.5,0.66,2025-02-26,833,N,VIIRS,n,2,294.54,7.6,D,0
26.04419,80.87928,367.0,0.5,0.66,2025-02-26,833,N,VIIRS,h,2,297.77,14.09,D,0
26.04443,80.88116,367.0,0.5,0.66,2025-02-26,833,N,VIIRS,h,2,295.26,7.6,D,0
26.05021,80.87568,344.84,0.5,0.66,2025-02-26,833,N,VIIRS,n,2,295.34,7.6,D,0
26.05057,80.88078,337.58,0.5,0.66,2025-02-26,833,N,VIIRS,n,2,294.93,7.6,D,0
26.44845,82.38401,338.67,0.62,0.71,2025-02-26,833,N,VIIRS,n,2,291.96,5.08,D,0
26.45119,82.38396,341.98,0.62,0.71,2025-02-26,833,N,VIIRS,n,2,292.29,4.59,D,0
26.81374,79.8223,326.91,0.44,0.62,2025-02-26,833,N,VIIRS,n,2,292.14,2.81,D,0
28.54206,80.14515,326.41,0.47,0.64,2025-02-26,833,N,VIIRS,n,2,290.0,1.92,D,0
28.77102,79.89966,336.72,0.46,0.64,2025-02-26,833,N,VIIRS,n,2,292.22,6.45,D,0
28.77398,79.90008,346.09,0.46,0.64,2025-02-26,833,N,VIIRS,n,2,292.55,6.95,D,0
28.78312,80.16704,338.03,0.48,0.64,2025-02-26,833,N,VIIRS,n,2,292.77,4.61,D,0
28.78346,80.17208,345.42,0.48,0.64,2025-02-26,833,N,VIIRS,n,2,293.79,4.61,D,0
28.78443,80.16795,354.03,0.48,0.65,2025-02-26,833,N,VIIRS,n,2,293.99,6.66,D,0
28.78473,80.173,333.47,0.48,0.65,2025-02-26,833,N,VIIRS,n,2,293.7,6.66,D,0
28.80486,80.12999,333.17,0.47,0.64,2025-02-26,833,N,VIIRS,n,2,292.92,3.15,D,0
28.82887,79.56692,330.78,0.44,0.62,2025-02-26,833,N,VIIRS,n,2,294.82,2.14,D,0
26.64076,79.47801,299.48,0.59,0.52,2025-02-26,2059,N,VIIRS,n,2,286.71,0.88,N,2
26.64118,79.484,307.25,0.59,0.53,2025-02-26,2059,N,VIIRS,n,2,287.78,1.2,N,2
26.64245,79.47819,299.96,0.59,0.53,2025-02-26,2059,N,VIIRS,n,2,286.16,1.2,N,2
26.64551,79.47932,299.03,0.59,0.52,2025-02-26,2059,N,VIIRS,n,2,286.52,0.88,N,2
24.79329,80.66527,346.45,0.47,0.48,2025-02-27,813,N,VIIRS,n,2,308.7,8.01,D,0
24.79379,80.66999,351.0,0.47,0.48,2025-02-27,813,N,VIIRS,n,2,306.99,23.14,D,0
24.7943,80.67472,344.58,0.47,0.48,2025-02-27,813,N,VIIRS,n,2,311.32,23.14,D,0
24.79771,80.66466,343.2,0.47,0.48,2025-02-27,813,N,VIIRS,n,2,305.92,8.26,D,0
